State,Sightseeing Place,Activity,Language Preferred,Hotel Nearby,Hotel Price (INR),Famous Food,Category
Punjab,Hill Station in Punjab,Wildlife Safari,English,Snyder Group Hotel,6563,Seafood,Nature
Punjab,Beach in Punjab,Cultural Dance,Malayalam,Owens and Sons Hotel,1697,Thali,Adventure
Punjab,Beach in Punjab,Camping,Konkani,"Gay, Orr and Rodriguez Hotel",5418,Chole Bhature,Historical
Punjab,Temple in Punjab,Trekking,Tamil,Paul-Morales Hotel,6769,Dosa,Romantic
Punjab,Fort in Punjab,Wildlife Safari,Malayalam,"Kelley, Davis and Williams Hotel",6142,Prawn Curry,Wildlife
Punjab,Hill Station in Punjab,Shopping,Tamil,"Shannon, Riley and Robertson Hotel",8576,Dosa,Religious
Punjab,Backwaters in Punjab,Trekking,Hindi,Olson Ltd Hotel,2459,Prawn Curry,Religious
Punjab,Hill Station in Punjab,Cultural Dance,Punjabi,"Riggs, Jackson and Stewart Hotel",1762,Idiyappam,Religious
Punjab,Backwaters in Punjab,Shopping,Marathi,"Schneider, Warren and Brady Hotel",3000,Rajasthani Laal Maas,Romantic
Punjab,Beach in Punjab,Boating,Punjabi,Stevenson-Marks Hotel,5145,Prawn Curry,Historical
Punjab,Fort in Punjab,Shopping,Malayalam,Powell LLC Hotel,1518,Seafood,Historical
Punjab,Beach in Punjab,Trekking,Marathi,Dunn-Delgado Hotel,7179,Prawn Curry,Nature
Punjab,Temple in Punjab,Camping,Punjabi,"Keller, Kline and Marshall Hotel",6820,Seafood,Historical
Punjab,Beach in Punjab,Shopping,Malayalam,Henderson-Bush Hotel,4656,Dosa,Adventure
Punjab,Beach in Punjab,Boating,Malayalam,Smith-Prince Hotel,8945,Thali,Nature
Punjab,Hill Station in Punjab,Trekking,English,Pearson-Alexander Hotel,3051,Idiyappam,Romantic
Punjab,Beach in Punjab,Wildlife Safari,Punjabi,Jones and Sons Hotel,6939,Thali,Romantic
Punjab,Palace in Punjab,Cultural Dance,Tamil,Clark-Weaver Hotel,2637,Rajasthani Laal Maas,Religious
Punjab,Wildlife Sanctuary in Punjab,Cultural Dance,Malayalam,Ellis-Russo Hotel,7168,Prawn Curry,Nature
Punjab,Hill Station in Punjab,Cultural Dance,Konkani,"Mcdonald, Torres and Fisher Hotel",8013,Thali,Nature
Punjab,Palace in Punjab,Historical Tour,Marathi,"Evans, Carey and Mora Hotel",4332,Seafood,Nature
Punjab,Hill Station in Punjab,Historical Tour,Tamil,Garcia and Sons Hotel,1885,Thali,Nature
Punjab,Beach in Punjab,Wildlife Safari,English,Beasley-Schmidt Hotel,3848,Dosa,Nature
Punjab,Palace in Punjab,Trekking,Punjabi,"Walker, Alexander and Harrington Hotel",4379,Seafood,Religious
Punjab,Fort in Punjab,Cultural Dance,Punjabi,"Hawkins, Matthews and Holmes Hotel",8499,Thali,Adventure
Punjab,Palace in Punjab,Boating,Hindi,"Harrison, Meyers and Hoffman Hotel",5833,Prawn Curry,Wildlife
Punjab,Hill Station in Punjab,Trekking,Tamil,Phillips-Harris Hotel,8535,Dosa,Cultural
Punjab,Hill Station in Punjab,Boating,Konkani,Reyes-Potter Hotel,5736,Chole Bhature,Historical
Punjab,Backwaters in Punjab,Trekking,Malayalam,"Summers, Dudley and Sherman Hotel",4411,Seafood,Historical
Punjab,Temple in Punjab,Boating,Konkani,Durham-Hood Hotel,6412,Dosa,Cultural
Punjab,Palace in Punjab,Trekking,Marathi,"Phillips, Lee and Smith Hotel",2943,Chole Bhature,Religious
Punjab,Palace in Punjab,Camping,Tamil,"Townsend, Ramirez and Alexander Hotel",4858,Rajasthani Laal Maas,Adventure
Punjab,Temple in Punjab,Shopping,English,Chapman-Bass Hotel,5751,Seafood,Adventure
Punjab,Fort in Punjab,Historical Tour,Hindi,"Combs, Ortiz and Nelson Hotel",9547,Dosa,Romantic
Punjab,Beach in Punjab,Boating,Malayalam,"Evans, Kim and White Hotel",3163,Rajasthani Laal Maas,Wildlife
Punjab,Beach in Punjab,Shopping,Tamil,Thompson-Nelson Hotel,4502,Dosa,Historical
Punjab,Palace in Punjab,Wildlife Safari,Tamil,"Walker, Callahan and Graves Hotel",8353,Rajasthani Laal Maas,Cultural
Punjab,Temple in Punjab,Camping,Punjabi,Payne-Adams Hotel,8056,Seafood,Cultural
Punjab,Beach in Punjab,Camping,Hindi,Sullivan Ltd Hotel,8740,Dosa,Cultural
Punjab,Fort in Punjab,Historical Tour,Marathi,Mays Inc Hotel,5916,Idiyappam,Romantic
Rajasthan,Hill Station in Rajasthan,Historical Tour,Tamil,Cruz-Carey Hotel,2819,Rajasthani Laal Maas,Religious
Rajasthan,Fort in Rajasthan,Trekking,Punjabi,"Nolan, Cooper and Martin Hotel",4902,Chole Bhature,Nature
Rajasthan,Palace in Rajasthan,Historical Tour,Hindi,Owen-Moyer Hotel,9860,Chole Bhature,Romantic
Rajasthan,Fort in Rajasthan,Historical Tour,Malayalam,Hart-Morrow Hotel,3885,Seafood,Religious
Rajasthan,Hill Station in Rajasthan,Shopping,Malayalam,Stevens-Boyer Hotel,4932,Chole Bhature,Nature
Rajasthan,Hill Station in Rajasthan,Cultural Dance,Tamil,"Williams, Cooper and Harris Hotel",7699,Prawn Curry,Religious
Rajasthan,Palace in Rajasthan,Boating,Hindi,Larsen Group Hotel,7009,Idiyappam,Wildlife
Rajasthan,Temple in Rajasthan,Shopping,Malayalam,Williams and Sons Hotel,7337,Seafood,Adventure
Rajasthan,Hill Station in Rajasthan,Wildlife Safari,Konkani,Pearson-Hays Hotel,4319,Thali,Historical
Rajasthan,Backwaters in Rajasthan,Cultural Dance,Malayalam,"Cameron, Frazier and Turner Hotel",6137,Rajasthani Laal Maas,Cultural
Rajasthan,Palace in Rajasthan,Shopping,Hindi,"Tate, Torres and Oconnor Hotel",3156,Rajasthani Laal Maas,Wildlife
Rajasthan,Fort in Rajasthan,Historical Tour,Konkani,Stewart Inc Hotel,4704,Prawn Curry,Romantic
Rajasthan,Palace in Rajasthan,Wildlife Safari,English,"Evans, Stark and Blackwell Hotel",9095,Seafood,Nature
Rajasthan,Wildlife Sanctuary in Rajasthan,Cultural Dance,Tamil,Payne PLC Hotel,5325,Chole Bhature,Religious
Rajasthan,Hill Station in Rajasthan,Cultural Dance,Marathi,Burns-Stevens Hotel,6210,Prawn Curry,Cultural
Rajasthan,Wildlife Sanctuary in Rajasthan,Wildlife Safari,Konkani,Brock and Sons Hotel,4428,Rajasthani Laal Maas,Nature
Rajasthan,Fort in Rajasthan,Wildlife Safari,Malayalam,Moore and Sons Hotel,8377,Prawn Curry,Nature
Rajasthan,Temple in Rajasthan,Historical Tour,Malayalam,Wilson-Evans Hotel,1799,Chole Bhature,Cultural
Rajasthan,Palace in Rajasthan,Shopping,Hindi,Kelly Group Hotel,2216,Seafood,Nature
Rajasthan,Beach in Rajasthan,Shopping,Malayalam,"Smith, Casey and Taylor Hotel",6595,Seafood,Wildlife
Rajasthan,Backwaters in Rajasthan,Camping,Hindi,"Steele, White and Willis Hotel",4555,Seafood,Cultural
Rajasthan,Palace in Rajasthan,Trekking,Punjabi,Walsh-Nunez Hotel,8077,Thali,Adventure
Rajasthan,Fort in Rajasthan,Cultural Dance,Marathi,Gates and Sons Hotel,8444,Thali,Cultural
Rajasthan,Beach in Rajasthan,Historical Tour,English,Austin Inc Hotel,3146,Rajasthani Laal Maas,Wildlife
Rajasthan,Backwaters in Rajasthan,Shopping,Marathi,Hunter PLC Hotel,7808,Thali,Nature
Rajasthan,Beach in Rajasthan,Boating,Hindi,"Haynes, Guerra and Herman Hotel",4803,Thali,Romantic
Rajasthan,Temple in Rajasthan,Wildlife Safari,Konkani,Hurst LLC Hotel,2310,Thali,Nature
Rajasthan,Wildlife Sanctuary in Rajasthan,Camping,Hindi,Smith-Myers Hotel,1716,Seafood,Adventure
Rajasthan,Temple in Rajasthan,Shopping,Hindi,Friedman-Ortiz Hotel,5443,Thali,Cultural
Rajasthan,Backwaters in Rajasthan,Historical Tour,Punjabi,Jacobs and Sons Hotel,3120,Prawn Curry,Cultural
Rajasthan,Temple in Rajasthan,Shopping,Punjabi,"Jenkins, Hooper and Jenkins Hotel",8298,Thali,Cultural
Rajasthan,Backwaters in Rajasthan,Trekking,Punjabi,Mueller-Lin Hotel,7856,Seafood,Cultural
Rajasthan,Hill Station in Rajasthan,Cultural Dance,Punjabi,Robinson-Hubbard Hotel,2334,Rajasthani Laal Maas,Romantic
Rajasthan,Hill Station in Rajasthan,Trekking,Marathi,Roberts-Mullen Hotel,6167,Idiyappam,Wildlife
Rajasthan,Temple in Rajasthan,Shopping,Marathi,Martinez-Petersen Hotel,6884,Idiyappam,Adventure
Rajasthan,Palace in Rajasthan,Cultural Dance,Hindi,"Wilson, Leon and Small Hotel",2762,Seafood,Historical
Rajasthan,Hill Station in Rajasthan,Boating,Malayalam,Harrison Group Hotel,4213,Rajasthani Laal Maas,Nature
Rajasthan,Palace in Rajasthan,Historical Tour,English,"Williams, Ware and Cannon Hotel",8768,Prawn Curry,Wildlife
Rajasthan,Palace in Rajasthan,Historical Tour,English,Thomas Group Hotel,9167,Prawn Curry,Cultural
Rajasthan,Palace in Rajasthan,Cultural Dance,English,Randall Ltd Hotel,9166,Thali,Historical
Rajasthan,Palace in Rajasthan,Historical Tour,Hindi,Henderson Ltd Hotel,9888,Thali,Cultural
Rajasthan,Fort in Rajasthan,Historical Tour,Konkani,Mullins-Rodriguez Hotel,4033,Seafood,Religious
Rajasthan,Backwaters in Rajasthan,Wildlife Safari,Konkani,Hamilton-Patterson Hotel,7794,Chole Bhature,Historical
Rajasthan,Temple in Rajasthan,Shopping,Hindi,Lynch Inc Hotel,4743,Dosa,Adventure
Rajasthan,Wildlife Sanctuary in Rajasthan,Boating,Hindi,Thomas-Smith Hotel,8830,Dosa,Romantic
Rajasthan,Wildlife Sanctuary in Rajasthan,Trekking,Hindi,"Romero, Davis and Khan Hotel",4482,Idiyappam,Adventure
Rajasthan,Fort in Rajasthan,Trekking,Punjabi,"Lewis, Carpenter and Hicks Hotel",7502,Idiyappam,Adventure
Rajasthan,Temple in Rajasthan,Shopping,Marathi,Williams Group Hotel,2015,Thali,Religious
Rajasthan,Backwaters in Rajasthan,Camping,Punjabi,Fernandez and Sons Hotel,6303,Seafood,Cultural
Rajasthan,Wildlife Sanctuary in Rajasthan,Boating,English,Terry-Hansen Hotel,7975,Seafood,Religious
Rajasthan,Wildlife Sanctuary in Rajasthan,Trekking,Tamil,Thompson Ltd Hotel,2123,Idiyappam,Historical
Rajasthan,Fort in Rajasthan,Cultural Dance,Konkani,"Zamora, Richardson and Brown Hotel",7765,Prawn Curry,Adventure
Rajasthan,Wildlife Sanctuary in Rajasthan,Historical Tour,Malayalam,Bowen-Perez Hotel,8027,Rajasthani Laal Maas,Historical
Rajasthan,Palace in Rajasthan,Historical Tour,Konkani,"West, Fisher and Davis Hotel",8749,Rajasthani Laal Maas,Wildlife
Rajasthan,Hill Station in Rajasthan,Trekking,Tamil,Ramos-Hudson Hotel,3439,Seafood,Romantic
Rajasthan,Wildlife Sanctuary in Rajasthan,Camping,Punjabi,James LLC Hotel,3827,Thali,Adventure
Rajasthan,Palace in Rajasthan,Cultural Dance,Hindi,"Jones, Johnson and Garza Hotel",8161,Chole Bhature,Cultural
Rajasthan,Beach in Rajasthan,Historical Tour,Hindi,"Washington, Francis and James Hotel",1572,Dosa,Nature
Rajasthan,Beach in Rajasthan,Boating,Malayalam,White Inc Hotel,2260,Idiyappam,Wildlife
Rajasthan,Fort in Rajasthan,Shopping,Malayalam,Brown LLC Hotel,4064,Chole Bhature,Cultural
Rajasthan,Beach in Rajasthan,Cultural Dance,Punjabi,Ponce-Pruitt Hotel,3343,Prawn Curry,Romantic
Rajasthan,Wildlife Sanctuary in Rajasthan,Boating,Marathi,Cochran Ltd Hotel,3743,Chole Bhature,Romantic
Rajasthan,Wildlife Sanctuary in Rajasthan,Camping,Marathi,Morgan LLC Hotel,2580,Seafood,Nature
Rajasthan,Palace in Rajasthan,Camping,Hindi,"Graham, Jacobs and Cox Hotel",8464,Prawn Curry,Cultural
Rajasthan,Wildlife Sanctuary in Rajasthan,Trekking,Konkani,Ford-Wilson Hotel,1753,Chole Bhature,Cultural
Rajasthan,Beach in Rajasthan,Trekking,English,"Berg, Perkins and Curtis Hotel",3153,Chole Bhature,Nature
Rajasthan,Temple in Rajasthan,Historical Tour,Punjabi,Landry-Rush Hotel,7475,Idiyappam,Cultural
Rajasthan,Backwaters in Rajasthan,Wildlife Safari,Tamil,"Morris, Eaton and Walker Hotel",6264,Dosa,Wildlife
Rajasthan,Wildlife Sanctuary in Rajasthan,Boating,English,"Arnold, Harvey and Mccann Hotel",6906,Seafood,Adventure
Rajasthan,Fort in Rajasthan,Trekking,Hindi,Cameron-Hart Hotel,1551,Chole Bhature,Nature
Rajasthan,Wildlife Sanctuary in Rajasthan,Trekking,Konkani,Kennedy LLC Hotel,6024,Dosa,Historical
Rajasthan,Hill Station in Rajasthan,Shopping,English,Meadows Ltd Hotel,9537,Prawn Curry,Cultural
Rajasthan,Wildlife Sanctuary in Rajasthan,Wildlife Safari,Konkani,"Martin, Barnes and Schwartz Hotel",8454,Idiyappam,Nature
Rajasthan,Hill Station in Rajasthan,Historical Tour,English,Hurst Group Hotel,7020,Chole Bhature,Wildlife
Rajasthan,Wildlife Sanctuary in Rajasthan,Shopping,Hindi,Miller-Johnson Hotel,3741,Prawn Curry,Cultural
Rajasthan,Palace in Rajasthan,Historical Tour,Tamil,"Brown, Parsons and Bell Hotel",6898,Idiyappam,Nature
Rajasthan,Beach in Rajasthan,Boating,Marathi,Wilson-Hubbard Hotel,7596,Idiyappam,Romantic
Rajasthan,Temple in Rajasthan,Wildlife Safari,Hindi,"Jordan, Long and Harris Hotel",7092,Chole Bhature,Adventure
Rajasthan,Beach in Rajasthan,Historical Tour,Konkani,"Reynolds, Rice and Roberts Hotel",2247,Idiyappam,Wildlife
Rajasthan,Wildlife Sanctuary in Rajasthan,Wildlife Safari,Tamil,Wise-Wilson Hotel,4134,Seafood,Wildlife
Rajasthan,Temple in Rajasthan,Trekking,English,"Gardner, Henry and Rodriguez Hotel",6343,Idiyappam,Adventure
Rajasthan,Temple in Rajasthan,Shopping,Punjabi,Wells-Johnson Hotel,7558,Idiyappam,Adventure
Rajasthan,Temple in Rajasthan,Shopping,Tamil,Garcia Group Hotel,9176,Seafood,Nature
Sikkim,Hill Station in Sikkim,Trekking,Tamil,Reid-Martin Hotel,3167,Thali,Historical
Sikkim,Beach in Sikkim,Trekking,Konkani,Nelson-Johnson Hotel,9692,Dosa,Nature
Sikkim,Hill Station in Sikkim,Historical Tour,Konkani,Combs-Hill Hotel,5818,Idiyappam,Wildlife
Sikkim,Temple in Sikkim,Wildlife Safari,Punjabi,Fox-Morgan Hotel,5266,Dosa,Wildlife
Sikkim,Backwaters in Sikkim,Trekking,English,"Washington, Curtis and Dennis Hotel",3100,Dosa,Adventure
Sikkim,Hill Station in Sikkim,Boating,Marathi,Gilmore Inc Hotel,1761,Idiyappam,Religious
Sikkim,Temple in Sikkim,Camping,Konkani,"Moore, Harvey and Burns Hotel",2694,Idiyappam,Adventure
Sikkim,Fort in Sikkim,Shopping,Malayalam,"Neal, Burns and Hernandez Hotel",9020,Rajasthani Laal Maas,Religious
Sikkim,Temple in Sikkim,Trekking,English,Reed and Sons Hotel,4330,Chole Bhature,Adventure
Sikkim,Wildlife Sanctuary in Sikkim,Shopping,Tamil,"Weber, Patterson and Dixon Hotel",8099,Seafood,Historical
Sikkim,Beach in Sikkim,Wildlife Safari,Marathi,"Thomas, Dixon and Larson Hotel",6419,Thali,Historical
Sikkim,Temple in Sikkim,Historical Tour,Malayalam,Hernandez PLC Hotel,3729,Thali,Historical
Sikkim,Backwaters in Sikkim,Historical Tour,Punjabi,Werner-Howard Hotel,4889,Seafood,Historical
Sikkim,Palace in Sikkim,Shopping,Konkani,Bartlett-Ballard Hotel,4883,Chole Bhature,Religious
Sikkim,Backwaters in Sikkim,Wildlife Safari,Tamil,Dougherty-Avila Hotel,9296,Dosa,Wildlife
Sikkim,Beach in Sikkim,Camping,Marathi,"Forbes, Willis and Robbins Hotel",3554,Seafood,Romantic
Sikkim,Temple in Sikkim,Cultural Dance,Marathi,Beck and Sons Hotel,9285,Prawn Curry,Nature
Sikkim,Temple in Sikkim,Cultural Dance,Punjabi,Poole LLC Hotel,1994,Idiyappam,Adventure
Sikkim,Fort in Sikkim,Wildlife Safari,Tamil,Buchanan-Schneider Hotel,5329,Seafood,Nature
Sikkim,Backwaters in Sikkim,Camping,Konkani,Barr-Hayes Hotel,7570,Idiyappam,Religious
Sikkim,Hill Station in Sikkim,Trekking,Malayalam,Koch and Sons Hotel,1916,Rajasthani Laal Maas,Romantic
Sikkim,Wildlife Sanctuary in Sikkim,Wildlife Safari,Konkani,Powers-Gomez Hotel,3872,Dosa,Religious
Sikkim,Fort in Sikkim,Historical Tour,Punjabi,"Dalton, Campbell and Holder Hotel",2873,Chole Bhature,Romantic
Sikkim,Wildlife Sanctuary in Sikkim,Historical Tour,Tamil,"Allison, Davis and Escobar Hotel",5716,Idiyappam,Nature
Sikkim,Hill Station in Sikkim,Boating,Punjabi,Coleman Inc Hotel,6770,Dosa,Historical
Sikkim,Palace in Sikkim,Cultural Dance,Tamil,Rodriguez and Sons Hotel,9695,Prawn Curry,Historical
Sikkim,Temple in Sikkim,Cultural Dance,Malayalam,Smith-Melendez Hotel,7140,Chole Bhature,Religious
Sikkim,Temple in Sikkim,Shopping,Hindi,Mendoza-Barnes Hotel,1952,Seafood,Cultural
Sikkim,Wildlife Sanctuary in Sikkim,Wildlife Safari,Malayalam,"Mcgrath, Lee and Padilla Hotel",3911,Idiyappam,Religious
Sikkim,Temple in Sikkim,Boating,Konkani,Patel-Perkins Hotel,8093,Rajasthani Laal Maas,Cultural
Sikkim,Beach in Sikkim,Historical Tour,Punjabi,Gonzalez Group Hotel,4879,Seafood,Nature
Sikkim,Backwaters in Sikkim,Boating,English,Anderson LLC Hotel,3912,Dosa,Nature
Sikkim,Palace in Sikkim,Shopping,Hindi,Wells and Sons Hotel,9115,Idiyappam,Adventure
Sikkim,Backwaters in Sikkim,Historical Tour,Tamil,"Lindsey, Shaw and Cuevas Hotel",3477,Dosa,Nature
Sikkim,Temple in Sikkim,Boating,Hindi,"Jones, Lowery and Weaver Hotel",6325,Seafood,Romantic
Sikkim,Fort in Sikkim,Camping,Hindi,Livingston-Reed Hotel,6234,Chole Bhature,Cultural
Sikkim,Fort in Sikkim,Historical Tour,Marathi,"Jackson, Haynes and Ramos Hotel",5312,Thali,Adventure
Sikkim,Beach in Sikkim,Trekking,Konkani,"Perez, Copeland and Webster Hotel",8460,Prawn Curry,Nature
Sikkim,Beach in Sikkim,Wildlife Safari,Konkani,Howe-Hunter Hotel,4435,Seafood,Nature
Sikkim,Beach in Sikkim,Cultural Dance,Tamil,"Ferguson, Hartman and Mendoza Hotel",1727,Thali,Adventure
Sikkim,Beach in Sikkim,Cultural Dance,Tamil,"Patton, Hernandez and Davidson Hotel",5901,Dosa,Cultural
Sikkim,Palace in Sikkim,Trekking,Tamil,Morris-Richards Hotel,1914,Idiyappam,Nature
Sikkim,Temple in Sikkim,Historical Tour,Konkani,"Stokes, Pearson and Reid Hotel",1816,Seafood,Cultural
Sikkim,Palace in Sikkim,Historical Tour,English,Alexander-Miller Hotel,8801,Idiyappam,Nature
Sikkim,Hill Station in Sikkim,Cultural Dance,Hindi,Miller Ltd Hotel,2039,Chole Bhature,Romantic
Sikkim,Beach in Sikkim,Boating,English,"Campos, Owens and Neal Hotel",8270,Idiyappam,Historical
Sikkim,Beach in Sikkim,Camping,Malayalam,"Mcdonald, Woods and Brooks Hotel",7672,Prawn Curry,Religious
Sikkim,Wildlife Sanctuary in Sikkim,Trekking,Konkani,"Eaton, Mann and Robinson Hotel",8718,Seafood,Romantic
Sikkim,Hill Station in Sikkim,Shopping,Tamil,Ramirez Ltd Hotel,8598,Seafood,Romantic
Sikkim,Palace in Sikkim,Wildlife Safari,English,"Smith, Patterson and Hernandez Hotel",2032,Rajasthani Laal Maas,Historical
Sikkim,Wildlife Sanctuary in Sikkim,Camping,Malayalam,"Morales, Baker and Deleon Hotel",2497,Seafood,Adventure
Sikkim,Fort in Sikkim,Cultural Dance,Marathi,Mayer LLC Hotel,6825,Thali,Wildlife
Sikkim,Fort in Sikkim,Boating,Punjabi,Klein PLC Hotel,5184,Seafood,Historical
Sikkim,Backwaters in Sikkim,Boating,Konkani,Nguyen-Ramos Hotel,9581,Seafood,Romantic
Sikkim,Wildlife Sanctuary in Sikkim,Trekking,English,"Douglas, Watson and Gordon Hotel",3431,Idiyappam,Historical
Sikkim,Beach in Sikkim,Camping,Punjabi,Vance LLC Hotel,2282,Chole Bhature,Cultural
Sikkim,Fort in Sikkim,Shopping,Tamil,"Alvarez, Hall and Palmer Hotel",2474,Seafood,Cultural
Sikkim,Temple in Sikkim,Cultural Dance,Tamil,Warren-Jones Hotel,8914,Dosa,Wildlife
Sikkim,Hill Station in Sikkim,Shopping,English,"Webb, Cooper and Pierce Hotel",8932,Idiyappam,Religious
Sikkim,Fort in Sikkim,Cultural Dance,Malayalam,"Fields, Rangel and Mcdonald Hotel",7331,Seafood,Romantic
Sikkim,Temple in Sikkim,Camping,Marathi,"White, Manning and Hall Hotel",7621,Thali,Historical
Sikkim,Backwaters in Sikkim,Trekking,Marathi,Shelton Inc Hotel,8624,Chole Bhature,Cultural
Sikkim,Palace in Sikkim,Historical Tour,Punjabi,Erickson LLC Hotel,9612,Chole Bhature,Cultural
Sikkim,Temple in Sikkim,Shopping,Konkani,"Simmons, Walker and Gibbs Hotel",1855,Seafood,Nature
Sikkim,Fort in Sikkim,Trekking,Punjabi,"Newman, Carter and Santiago Hotel",3192,Prawn Curry,Cultural
Sikkim,Wildlife Sanctuary in Sikkim,Boating,Marathi,Leon Inc Hotel,2261,Seafood,Religious
Sikkim,Wildlife Sanctuary in Sikkim,Trekking,Malayalam,Williams-Lee Hotel,6403,Idiyappam,Religious
Sikkim,Fort in Sikkim,Trekking,Malayalam,Allison-Salinas Hotel,5744,Prawn Curry,Romantic
Sikkim,Palace in Sikkim,Wildlife Safari,English,Travis-Jones Hotel,4340,Seafood,Adventure
Sikkim,Beach in Sikkim,Boating,English,Stevens Group Hotel,4339,Thali,Religious
Sikkim,Beach in Sikkim,Camping,Hindi,"Bailey, Jones and Reyes Hotel",2167,Seafood,Cultural
Sikkim,Hill Station in Sikkim,Cultural Dance,Konkani,"Moody, Ward and James Hotel",6929,Chole Bhature,Cultural
Sikkim,Palace in Sikkim,Trekking,Marathi,Koch and Sons Hotel,5206,Chole Bhature,Adventure
Sikkim,Hill Station in Sikkim,Shopping,Punjabi,Francis-Price Hotel,2047,Seafood,Cultural
Sikkim,Temple in Sikkim,Wildlife Safari,Marathi,"Jones, Anderson and Cameron Hotel",6166,Rajasthani Laal Maas,Cultural
Sikkim,Beach in Sikkim,Wildlife Safari,English,Vasquez-Sloan Hotel,5523,Seafood,Religious
Sikkim,Hill Station in Sikkim,Shopping,English,Moses LLC Hotel,7957,Seafood,Romantic
Sikkim,Temple in Sikkim,Boating,Hindi,"Colon, York and Brown Hotel",1936,Chole Bhature,Romantic
Sikkim,Backwaters in Sikkim,Cultural Dance,Marathi,Craig-Rodriguez Hotel,5276,Thali,Religious
Sikkim,Wildlife Sanctuary in Sikkim,Shopping,Malayalam,Miller Ltd Hotel,5927,Thali,Religious
Sikkim,Fort in Sikkim,Trekking,Tamil,Cole PLC Hotel,6961,Idiyappam,Romantic
Sikkim,Temple in Sikkim,Camping,Konkani,"Barnes, Orr and Scott Hotel",3693,Thali,Nature
Sikkim,Beach in Sikkim,Boating,Tamil,Garcia-Booth Hotel,8077,Seafood,Nature
Tamil Nadu,Temple in Tamil Nadu,Historical Tour,Malayalam,Rodgers-Kelly Hotel,7589,Chole Bhature,Religious
Tamil Nadu,Palace in Tamil Nadu,Trekking,Tamil,"Long, Berger and Davis Hotel",4486,Prawn Curry,Cultural
Tamil Nadu,Wildlife Sanctuary in Tamil Nadu,Camping,Punjabi,"Pacheco, Mccormick and Mclaughlin Hotel",3022,Prawn Curry,Religious
Tamil Nadu,Temple in Tamil Nadu,Camping,Marathi,Sosa-Rhodes Hotel,3102,Prawn Curry,Religious
Tamil Nadu,Beach in Tamil Nadu,Historical Tour,Tamil,Carter-Lopez Hotel,2745,Rajasthani Laal Maas,Religious
Tamil Nadu,Palace in Tamil Nadu,Historical Tour,Malayalam,Tapia Ltd Hotel,5303,Rajasthani Laal Maas,Historical
Tamil Nadu,Beach in Tamil Nadu,Historical Tour,Konkani,Anderson-Haley Hotel,5990,Dosa,Adventure
Tamil Nadu,Beach in Tamil Nadu,Cultural Dance,Konkani,Hernandez and Sons Hotel,9834,Rajasthani Laal Maas,Historical
Tamil Nadu,Hill Station in Tamil Nadu,Historical Tour,Hindi,Barnes and Sons Hotel,3824,Rajasthani Laal Maas,Nature
Tamil Nadu,Fort in Tamil Nadu,Historical Tour,Hindi,Lane Group Hotel,8849,Idiyappam,Cultural
Tamil Nadu,Beach in Tamil Nadu,Trekking,Hindi,Anderson Ltd Hotel,4094,Rajasthani Laal Maas,Wildlife
Tamil Nadu,Fort in Tamil Nadu,Camping,Malayalam,King-Salinas Hotel,3751,Chole Bhature,Nature
Tamil Nadu,Beach in Tamil Nadu,Boating,Punjabi,Gamble-Curtis Hotel,3234,Thali,Adventure
